state,middate,daysleft,pollster,clinton,trump
LA,8/15/16,85,Ipsos,39.41,50.38
LA,10/27/16,12,SurveyMonkey,36,54
LA,10/18/16,21,University of New Orleans,35,49
LA,8/20/16,80,Google Consumer Surveys,21.03,51.78
LA,10/28/16,11,SurveyMonkey,38,51
LA,10/10/16,29,Ipsos,35.5,51.46
LA,9/30/16,39,Google Consumer Surveys,31.23,45.71
LA,8/30/16,70,Anzalone Liszt Grove Research,40,46
LA,8/29/16,71,Ipsos,33.24,59.91
LA,10/12/16,27,Google Consumer Surveys,25.82,49.54
LA,9/3/16,66,Google Consumer Surveys,23.88,50.15
LA,10/17/16,22,Ipsos,34,52.56
LA,9/23/16,46,JMC Enterprises,35,45
LA,10/31/16,8,SurveyMonkey,37,52
LA,8/8/16,92,Ipsos,38.11,48.16
LA,10/13/16,26,JMC Enterprises,38,45
LA,10/3/16,36,Ipsos,35.98,49.16
LA,9/12/16,57,Ipsos,35.79,51.87
LA,11/1/16,7,SurveyMonkey,38,52
LA,9/28/16,41,Market Research Insight,35,52
LA,10/22/16,17,SurveyMonkey,38,53
LA,10/21/16,18,SurveyMonkey,38,53
LA,10/29/16,10,SurveyMonkey,37,51
LA,9/16/16,53,Southern Media & Opinion Research,32.6,48.9
LA,11/4/16,4,SurveyMonkey,38,52
LA,8/27/16,73,Google Consumer Surveys,23.53,49.56
LA,10/30/16,9,SurveyMonkey,37,51
LA,10/27/16,12,Ipsos,36.12,51.56
LA,5/5/16,187,JMC Enterprises,36,52
LA,9/5/16,64,Ipsos,34.25,54.2
LA,11/4/16,4,Google Consumer Surveys,21.92,53.7
LA,8/20/16,80,SurveyMonkey,33,49
LA,9/23/16,46,Google Consumer Surveys,30.6,45.73
LA,9/19/16,50,Ipsos,37.53,49.56
LA,9/10/16,59,Google Consumer Surveys,26.43,45.38
MA,9/22/16,47,Ipsos,50.12,28.38
MA,10/28/16,11,Western New England University,56,26
MA,8/11/16,89,Ipsos,52.52,29.58
MA,6/27/16,134,Hickman Analytics,49,31
MA,4/5/16,217,Western New England University,62,26
MA,9/8/16,61,MassINC Polling Group,54,28
MA,10/14/16,25,MassINC Polling Group,54,28
MA,10/12/16,27,Google Consumer Surveys,52.83,18.93
MA,9/30/16,39,Google Consumer Surveys,50.2,22.82
MA,8/20/16,80,SurveyMonkey,48,29
MA,10/22/16,17,SurveyMonkey,60,29
MA,11/4/16,4,SurveyMonkey,56,30
MA,10/30/16,9,SurveyMonkey,57,29
MA,9/23/16,46,Google Consumer Surveys,49.68,22.87
MA,9/15/16,54,Ipsos,53.52,30.28
MA,10/28/16,11,SurveyMonkey,58,29
MA,10/20/16,19,YouGov,51.3,28.6
MA,10/20/16,19,Ipsos,56.14,26.81
MA,10/27/16,12,Ipsos,50.89,33.42
MA,11/4/16,4,Google Consumer Surveys,47.84,25.89
MA,8/25/16,75,Ipsos,47.92,31.85
MA,9/10/16,59,Google Consumer Surveys,42.9,28.07
MA,10/29/16,10,SurveyMonkey,58,29
MA,8/18/16,82,Ipsos,46.28,32.51
MA,8/27/16,73,Google Consumer Surveys,48.64,23.46
MA,9/1/16,68,Ipsos,53.47,29.86
MA,10/17/16,22,Google Consumer Surveys,48.34,23.72
MA,10/13/16,26,Ipsos,57,25.36
MA,10/6/16,33,Google Consumer Surveys,52.75,19.79
MA,10/25/16,14,Suffolk University,57,25
MA,10/24/16,15,SurveyMonkey,60,29
MA,9/17/16,52,Google Consumer Surveys,50.03,23.57
MA,11/2/16,6,SurveyMonkey,56,29
MA,10/28/16,11,Google Consumer Surveys,46.3,24.67
MA,9/28/16,41,Western New England University,58,26
MA,9/3/16,66,Google Consumer Surveys,43.78,24.19
MA,10/22/16,17,Google Consumer Surveys,50.28,24.09
MA,9/29/16,40,Ipsos,48.99,29.85
MA,9/17/16,52,YouGov,47,34
MA,10/27/16,12,SurveyMonkey,58,28
MA,10/31/16,8,Ipsos,52.57,36.76
MA,5/3/16,189,Suffolk University,55,31
MA,11/1/16,7,SurveyMonkey,55,29
MA,9/4/16,65,Emerson College,50,33
MA,10/21/16,18,SurveyMonkey,61,28
MA,10/6/16,33,Ipsos,54.07,28.57
MA,11/3/16,5,Ipsos,53.14,35.79
MA,9/8/16,61,Ipsos,53.07,31.09
MA,8/20/16,80,Google Consumer Surveys,50.66,22
MA,8/13/16,87,Google Consumer Surveys,50.33,21.5
MA,10/31/16,8,SurveyMonkey,56,29
MD,9/3/16,66,Google Consumer Surveys,46.95,23.56
MD,4/7/16,215,Marist College,63,27
MD,11/1/16,7,SurveyMonkey,61,28
MD,9/29/16,40,Ipsos,53.07,31.74
MD,8/8/16,92,Ipsos,52.87,29.37
MD,8/15/16,85,Ipsos,53.02,30.47
MD,4/1/16,221,ABC News/Washington Post,63,28
MD,10/21/16,18,SurveyMonkey,61,27
MD,11/2/16,6,SurveyMonkey,60,29
MD,9/28/16,41,ABC News/Washington Post,63,27
MD,10/22/16,17,Google Consumer Surveys,48.15,26
MD,10/30/16,9,Ipsos,55.69,33.6
MD,8/20/16,80,SurveyMonkey,54,27
MD,8/22/16,78,Ipsos,52.18,32.11
MD,9/18/16,51,Goucher College,58,25
MD,10/29/16,10,SurveyMonkey,63,27
MD,10/17/16,22,Google Consumer Surveys,49.12,25.44
MD,9/1/16,68,Ipsos,53.93,29.58
MD,9/8/16,61,Ipsos,53.13,29.03
MD,11/4/16,4,SurveyMonkey,59,28
MD,10/27/16,12,Ipsos,53.26,35.12
MD,10/28/16,11,Google Consumer Surveys,47.3,25.15
MD,10/6/16,33,Google Consumer Surveys,48.14,25.89
MD,10/12/16,27,Google Consumer Surveys,47.49,24.96
MD,9/15/16,54,Ipsos,50.27,33.88
MD,10/22/16,17,SurveyMonkey,62,27
MD,8/27/16,73,Google Consumer Surveys,45.83,24.29
MD,11/4/16,4,Google Consumer Surveys,44.82,31.28
MD,9/23/16,46,Google Consumer Surveys,40.59,28.62
MD,4/16/16,206,Public Policy Polling,61,28
MD,8/20/16,80,Google Consumer Surveys,44.15,25.86
MD,9/17/16,52,Google Consumer Surveys,43.47,26.86
MD,10/28/16,11,SurveyMonkey,63,27
MD,10/6/16,33,Ipsos,53.72,31.56
MD,10/24/16,15,SurveyMonkey,62,27
MD,9/30/16,39,Google Consumer Surveys,48.83,23.09
MD,10/31/16,8,SurveyMonkey,62,27
MD,10/30/16,9,SurveyMonkey,63,26
MD,10/20/16,19,Ipsos,53.64,33.56
MD,10/27/16,12,SurveyMonkey,63,27
MD,8/13/16,87,Google Consumer Surveys,48.93,21.31
MD,10/13/16,26,Ipsos,53.03,28.62
MD,8/24/16,76,OpinionWorks,54,25
MD,9/10/16,59,Google Consumer Surveys,43.81,25.98
MD,10/27/16,12,Ipsos,52.92,33.96
MD,10/20/16,19,YouGov,55,29.2
MD,9/22/16,47,Ipsos,51.84,32.73
ME,8/22/16,78,Ipsos,42.22,41.65
ME,10/28/16,11,SurveyMonkey,49,37
ME,9/12/16,57,Ipsos,39.71,38.19
ME,8/6/16,94,Gravis Marketing,43,33
ME,10/6/16,33,Google Consumer Surveys,42.82,41.51
ME,11/1/16,7,SurveyMonkey,47,39
ME,10/14/16,25,Maine People's Resource Center,42,36
ME,10/10/16,29,Ipsos,47.76,38.69
ME,9/7/16,62,SurveyUSA,42,39
ME,9/17/16,52,Google Consumer Surveys,33.3,35.15
ME,6/18/16,143,University of New Hampshire,42,35
ME,8/18/16,82,Maine People's Resource Center,42,32
ME,11/2/16,6,SurveyMonkey,47,39
ME,9/26/16,43,Ipsos,45.94,33.06
ME,10/31/16,8,SurveyMonkey,48,39
ME,10/30/16,9,SurveyMonkey,47,38
ME,9/5/16,64,Ipsos,41,39.71
ME,11/4/16,4,Google Consumer Surveys,52.03,21.28
ME,8/20/16,80,Google Consumer Surveys,35.99,32.25
ME,10/29/16,10,SurveyMonkey,49,37
ME,10/25/16,14,Maine People's Resource Center,42,37
ME,9/3/16,66,Emerson College,44,35
ME,10/22/16,17,University of New Hampshire,48,37
ME,10/24/16,15,SurveyMonkey,51,36
ME,9/23/16,46,Google Consumer Surveys,36.31,28.63
ME,9/30/16,39,Google Consumer Surveys,49.93,22.54
ME,10/3/16,36,Ipsos,48.2,34.82
ME,9/16/16,53,Maine People's Resource Center,37,36.7
ME,9/3/16,66,Google Consumer Surveys,37.56,28.42
ME,10/29/16,10,Emerson College,46,42
ME,8/15/16,85,Ipsos,38.78,39.83
ME,3/7/16,246,Critical Insights,43,34
ME,10/30/16,9,Ipsos,42.33,35.08
ME,10/27/16,12,Ipsos,45.46,37.22
ME,10/22/16,17,SurveyMonkey,52,35
ME,9/17/16,52,University of New Hampshire,40,36
ME,8/29/16,71,Ipsos,52.06,32.89
ME,10/20/16,19,YouGov,38.7,34
ME,8/20/16,80,SurveyMonkey,37,34
ME,10/21/16,18,SurveyMonkey,51,35
ME,9/10/16,59,Google Consumer Surveys,33.34,27.83
ME,8/8/16,92,Ipsos,32.92,37.19
ME,10/17/16,22,Google Consumer Surveys,36.58,36.27
ME,10/12/16,27,Google Consumer Surveys,42.77,25.71
ME,8/27/16,73,Google Consumer Surveys,47.02,17.28
ME,10/8/16,31,Maine People's Resource Center,44,36.1
ME,8/13/16,87,Google Consumer Surveys,45.25,17.56
ME,10/17/16,22,Ipsos,45.5,39.17
ME,10/28/16,11,Google Consumer Surveys,41.52,26.58
ME,10/27/16,12,SurveyMonkey,50,38
ME,9/19/16,50,Ipsos,45.01,33.56
ME,10/22/16,17,Google Consumer Surveys,46.47,26.61
ME,11/4/16,4,SurveyMonkey,46,38
MI,10/11/16,28,Mitchell Research & Communications,47,37
MI,10/2/16,37,EPIC-MRA,43,32
MI,3/2/16,251,Marist College,52,36
MI,11/3/16,5,Ipsos,45.95,44.53
MI,10/6/16,33,Google Consumer Surveys,39.75,28.98
MI,1/24/16,289,EPIC-MRA,43,41
MI,11/1/16,7,Mitchell Research & Communications,47,44
MI,9/21/16,48,Target Insyght,46,41
MI,10/20/16,19,YouGov,42,36
MI,7/7/16,124,Gravis Marketing,37,34
MI,8/20/16,80,Google Consumer Surveys,33.34,33.02
MI,9/17/16,52,Google Consumer Surveys,34.85,33.58
MI,9/27/16,42,Mitchell Research & Communications,46,41
MI,9/23/16,46,Google Consumer Surveys,37.28,29.9
MI,11/2/16,6,EPIC-MRA,42,38
MI,10/28/16,11,SurveyMonkey,43,42
MI,10/17/16,22,Google Consumer Surveys,37.41,28.49
MI,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),48,33
MI,9/8/16,61,Ipsos,43.63,43.84
MI,11/2/16,6,Gravis Marketing,46,41
MI,11/3/16,5,Strategic National,44,44
MI,8/27/16,73,Google Consumer Surveys,34.69,30.08
MI,10/22/16,17,SurveyMonkey,43,40
MI,8/20/16,80,SurveyMonkey,39,38
MI,10/25/16,14,Mitchell Research & Communications,48,42
MI,10/24/16,15,SurveyMonkey,44,41
MI,11/4/16,4,SurveyMonkey,44,42
MI,9/11/16,58,EPIC-MRA,38,35
MI,9/1/16,68,Ipsos,42.74,41.32
MI,8/26/16,74,Emerson College,44.9,39.5
MI,6/16/16,145,Evolving Strategies,47,30
MI,9/3/16,66,Google Consumer Surveys,35.17,29.24
MI,11/3/16,5,Public Policy Polling,46,41
MI,11/2/16,6,Mitchell Research & Communications,47,44
MI,3/23/16,230,SurveyUSA,49,38
MI,10/30/16,9,SurveyMonkey,45,42
MI,3/20/16,233,EPIC-MRA,47,37
MI,10/21/16,18,SurveyMonkey,44,40
MI,8/9/16,91,Mitchell Research & Communications,44,33
MI,8/18/16,82,Ipsos,43.25,43.78
MI,8/1/16,99,EPIC-MRA,43,32
MI,10/23/16,16,EPIC-MRA,41,34
MI,10/25/16,14,Emerson College,50,43
MI,10/30/16,9,Mitchell Research & Communications,47,41
MI,10/12/16,27,SurveyMonkey,45,37
MI,10/10/16,29,"Glengariff Group, Inc.",42.2,30.6
MI,7/13/16,118,Marketing Resource Group (MRG),34,29
MI,10/30/16,9,Ipsos,44.24,42.29
MI,9/15/16,54,Ipsos,42.97,41.67
MI,10/31/16,8,SurveyMonkey,44,43
MI,10/28/16,11,Google Consumer Surveys,37.5,34.9
MI,10/12/16,27,Google Consumer Surveys,33.6,33.62
MI,2/24/16,258,Marketing Resource Group (MRG),44,39
MI,8/25/16,75,Ipsos,41.5,42.49
MI,11/3/16,5,Mitchell Research & Communications,46,41
MI,9/30/16,39,Michigan State University,47,28
MI,7/14/16,117,YouGov,42,39
MI,11/4/16,4,Google Consumer Surveys,35.18,34.05
MI,10/31/16,8,Ipsos,43.33,43.13
MI,10/24/16,15,Ipsos,41.34,37.11
MI,10/29/16,10,SurveyMonkey,44,43
MI,10/17/16,22,Ipsos,45.18,40.82
MI,5/25/16,167,"Glengariff Group, Inc.",36.8,32.7
MI,9/30/16,39,Google Consumer Surveys,37.61,30.85
MI,10/10/16,29,Ipsos,43.78,37.33
MI,8/23/16,77,Suffolk University,43.6,37.2
MI,9/26/16,43,Ipsos,39.35,39.05
MI,8/13/16,87,Google Consumer Surveys,37.13,29.03
MI,10/27/16,12,SurveyMonkey,43,42
MI,9/6/16,63,Mitchell Research & Communications,45,39
MI,10/3/16,36,Ipsos,44.75,38.18
MI,10/29/16,10,Strategic National,45,44
MI,11/6/16,2,Trafalgar Group,46.82,48.52
MI,8/11/16,89,Ipsos,43.97,42.89
MI,7/31/16,100,"Glengariff Group, Inc.",41,31.6
MI,10/23/16,16,Mitchell Research & Communications,49,41
MI,10/18/16,21,Mitchell Research & Communications,51,38
MI,10/17/16,22,Marketing Resource Group (MRG),41,36
MI,9/10/16,59,Google Consumer Surveys,34.61,31.05
MI,11/1/16,7,SurveyMonkey,44,42
MI,7/8/16,123,Mitchell Research & Communications,40,34
MI,9/27/16,42,"Glengariff Group, Inc.",42,35
MI,10/22/16,17,Google Consumer Surveys,38.94,32.42
MI,11/6/16,2,Mitchell Research & Communications,47,41
MI,10/31/16,8,Mitchell Research & Communications,50,43
MI,11/2/16,6,SurveyMonkey,44,42
MN,8/11/16,89,Ipsos,42.1,33.97
MN,10/21/16,18,"Mason-Dixon Polling & Research, Inc.",47,39
MN,9/1/16,68,Ipsos,41.56,31.31
MN,8/25/16,75,Ipsos,41.97,32.95
MN,10/31/16,8,SurveyMonkey,47,37
MN,9/30/16,39,Google Consumer Surveys,37.89,28.42
MN,9/3/16,66,Google Consumer Surveys,34.61,26.85
MN,9/22/16,47,Ipsos,42.8,34.63
MN,10/13/16,26,Ipsos,44.14,32.36
MN,11/2/16,6,SurveyMonkey,46,37
MN,9/8/16,61,Ipsos,43.91,33.76
MN,10/30/16,9,SurveyMonkey,47,37
MN,10/27/16,12,SurveyMonkey,47,38
MN,9/18/16,51,SurveyUSA,46,39
MN,10/12/16,27,Google Consumer Surveys,35.74,30.31
MN,8/27/16,73,Google Consumer Surveys,38.29,24.77
MN,1/19/16,294,"Mason-Dixon Polling & Research, Inc.",43,38
MN,10/21/16,18,SurveyMonkey,47,36
MN,10/17/16,22,Google Consumer Surveys,35.95,28.73
MN,11/1/16,7,SurveyMonkey,46,38
MN,10/28/16,11,SurveyMonkey,46,37
MN,10/22/16,17,SurveyMonkey,47,37
MN,9/23/16,46,Google Consumer Surveys,37.46,28.24
MN,10/30/16,9,Ipsos,43.9,36
MN,10/20/16,19,YouGov,42.3,35.9
MN,10/24/16,15,SurveyUSA,49,39
MN,4/26/16,196,"Mason-Dixon Polling & Research, Inc.",48,35
MN,10/20/16,19,Ipsos,40.56,37.43
MN,8/18/16,82,Ipsos,43.51,34.62
MN,11/4/16,4,Google Consumer Surveys,35.35,31.38
MN,10/27/16,12,Ipsos,42.01,37.21
MN,8/13/16,87,Google Consumer Surveys,40.71,25.69
MN,9/23/16,46,Gravis Marketing,43,43
MN,10/6/16,33,Ipsos,42.74,35.8
MN,10/27/16,12,Ipsos,42.41,36.96
MN,11/4/16,4,SurveyMonkey,46,39
MN,9/13/16,56,"Mason-Dixon Polling & Research, Inc.",44,38
MN,8/20/16,80,Google Consumer Surveys,36.85,24.96
MN,8/20/16,80,SurveyMonkey,41,34
MN,10/6/16,33,Google Consumer Surveys,39.04,25.42
MN,10/22/16,17,Google Consumer Surveys,36.63,29.88
MN,10/24/16,15,SurveyMonkey,47,37
MN,9/29/16,40,Ipsos,42.03,37.57
MN,10/29/16,10,SurveyMonkey,47,37
MN,9/15/16,54,Ipsos,42.86,35.94
MN,9/10/16,59,Google Consumer Surveys,34.49,25.54
MN,10/28/16,11,Google Consumer Surveys,34.77,28.58
MN,9/17/16,52,Google Consumer Surveys,37.2,26.85
MO,10/28/16,11,SurveyMonkey,39,46
MO,10/18/16,21,Emerson College,39,47
MO,10/31/16,8,Public Policy Polling,37,50
MO,9/3/16,66,Google Consumer Surveys,35.45,31.19
MO,9/29/16,40,Ipsos,37.05,48.7
MO,10/27/16,12,Ipsos,40.06,48.67
MO,3/6/16,247,Fort Hays State University,38,43
MO,9/15/16,54,Ipsos,35.23,50.79
MO,10/6/16,33,Ipsos,36.11,48.21
MO,11/1/16,7,SurveyMonkey,41,48
MO,8/5/16,95,Remington,42,44
MO,11/1/16,7,Clarity Campaign Labs,38,54
MO,7/22/16,109,SurveyUSA,37,47
MO,8/26/16,74,Public Policy Polling,41,47
MO,10/24/16,15,Remington,39,50
MO,8/20/16,80,SurveyMonkey,34,43
MO,11/4/16,4,Google Consumer Surveys,37.3,35.44
MO,10/10/16,29,Remington,42,47
MO,3/3/16,250,Remington,38,43
MO,10/13/16,26,Ipsos,37.03,48.14
MO,10/29/16,10,DFM Research,38,47
MO,8/27/16,73,Google Consumer Surveys,37.17,32.83
MO,10/10/16,29,Monmouth University,41,46
MO,8/18/16,82,Ipsos,39.68,46.1
MO,9/1/16,68,Remington,38,47
MO,7/11/16,120,Public Policy Polling,36,46
MO,10/30/16,9,SurveyMonkey,39,48
MO,10/22/16,17,SurveyMonkey,37,49
MO,10/27/16,12,SurveyMonkey,39,46
MO,8/8/16,92,Public Policy Polling,42,45
MO,10/27/16,12,BK Strategies,39,53
MO,10/24/16,15,SurveyMonkey,37,48
MO,8/13/16,87,Google Consumer Surveys,38.89,28.71
MO,10/31/16,8,SurveyMonkey,39,49
MO,10/20/16,19,Ipsos,41.67,47.61
MO,10/22/16,17,Google Consumer Surveys,34.99,36.54
MO,10/29/16,10,Emerson College,37,52
MO,9/17/16,52,Google Consumer Surveys,33.26,31.81
MO,10/29/16,10,SurveyMonkey,39,47
MO,10/25/16,14,"Mason-Dixon Polling & Research, Inc.",42,47
MO,9/26/16,43,Remington,39,49
MO,11/4/16,4,SurveyMonkey,40,48
MO,9/22/16,47,Ipsos,36.06,47.69
MO,9/11/16,58,Emerson College,34,47
MO,8/20/16,80,Google Consumer Surveys,35.53,34.72
MO,9/30/16,39,Google Consumer Surveys,38.49,29.66
MO,8/25/16,75,Ipsos,35.46,50.78
MO,10/21/16,18,SurveyMonkey,36,50
MO,10/29/16,10,Monmouth University,38,52
MO,10/17/16,22,Google Consumer Surveys,37.53,34.42
MO,11/2/16,6,SurveyMonkey,40,48
MO,11/4/16,4,Emerson College,40.5,46.5
MO,9/10/16,59,Google Consumer Surveys,34.37,33.32
MO,10/27/16,12,Ipsos,41.09,47.19
MO,9/22/16,47,YouGov,37,46
MO,10/6/16,33,Google Consumer Surveys,34.15,30.38
MO,9/23/16,46,Google Consumer Surveys,34.39,31.95
MO,9/1/16,68,Ipsos,33.97,52.69
MO,7/23/16,108,"Mason-Dixon Polling & Research, Inc.",41,40
MO,10/12/16,27,Google Consumer Surveys,37.93,26.95
MO,8/20/16,80,Monmouth University,43,44
MO,9/8/16,61,Ipsos,35.77,53.43
MO,10/20/16,19,YouGov,35.8,43.3
MO,3/20/16,233,DFM Research,42,40
MO,10/28/16,11,Google Consumer Surveys,37.32,38.14
MO,10/30/16,9,Ipsos,39.73,48.01
MO,8/11/16,89,Ipsos,46.15,41.13
MO,10/31/16,8,Remington,39,52
MS,10/22/16,17,SurveyMonkey,42,50
MS,8/22/16,78,Ipsos,30.33,58.52
MS,8/20/16,80,SurveyMonkey,43,46
MS,10/28/16,11,SurveyMonkey,41,48
MS,10/23/16,16,Ipsos,31.66,56.41
MS,10/12/16,27,Google Consumer Surveys,22.04,53.32
MS,9/17/16,52,Google Consumer Surveys,17.14,54.84
MS,10/28/16,11,Google Consumer Surveys,25.83,55.37
MS,10/3/16,36,Ipsos,41.16,48.59
MS,8/13/16,87,Google Consumer Surveys,17.52,52.99
MS,8/15/16,85,Ipsos,36.54,53.49
MS,8/29/16,71,Ipsos,35.29,58.25
MS,8/27/16,73,Google Consumer Surveys,25.24,47.98
MS,11/4/16,4,Google Consumer Surveys,25.02,52.3
MS,8/8/16,92,Ipsos,38.33,51.86
MS,10/17/16,22,Google Consumer Surveys,31.1,45.01
MS,10/30/16,9,SurveyMonkey,40,48
MS,10/29/16,10,SurveyMonkey,41,47
MS,9/23/16,46,Google Consumer Surveys,25.49,52.31
MS,8/11/16,89,Magellan Strategies,39,52
MS,10/24/16,15,SurveyMonkey,42,49
MS,9/30/16,39,Google Consumer Surveys,24.3,45.98
MS,9/19/16,50,Ipsos,38.2,49.22
MS,9/10/16,59,Google Consumer Surveys,20.26,56.57
MS,10/27/16,12,SurveyMonkey,42,47
MS,10/22/16,17,Google Consumer Surveys,32.48,46.54
MS,10/27/16,12,Ipsos,34.24,53.55
MS,10/6/16,33,Google Consumer Surveys,23.91,50.69
MS,10/10/16,29,Ipsos,37.3,52.08
MS,10/17/16,22,Ipsos,33.21,51.84
MS,9/12/16,57,Ipsos,37.59,49.94
MS,10/31/16,8,SurveyMonkey,40,49
MS,10/30/16,9,Ipsos,35.93,53.09
MS,9/5/16,64,Ipsos,37.2,51.15
MS,11/1/16,7,SurveyMonkey,40,50
MS,9/3/16,66,Google Consumer Surveys,26.97,53.12
MS,10/20/16,19,YouGov,39.5,45.5
MS,10/21/16,18,SurveyMonkey,42,50
MS,3/29/16,224,"Mason-Dixon Polling & Research, Inc.",43,46
MS,11/4/16,4,SurveyMonkey,42,50
MS,9/26/16,43,Ipsos,39.96,51.09
MS,11/2/16,6,SurveyMonkey,41,50
MS,8/20/16,80,Google Consumer Surveys,23.07,53.52
MT,8/20/16,80,Google Consumer Surveys,35.91,28.11
MT,10/27/16,12,Ipsos,33.5,51.55
MT,10/30/16,9,Ipsos,34.75,53.66
MT,9/17/16,52,Google Consumer Surveys,32.75,28.94
MT,11/4/16,4,SurveyMonkey,30,52
MT,9/30/16,39,Google Consumer Surveys,31.06,37.96
MT,10/3/16,36,Ipsos,33.91,54.15
MT,9/19/16,50,Ipsos,39.76,53.47
MT,11/19/15,355,Montana State University Billings,30,51.4
MT,8/27/16,73,Google Consumer Surveys,32.36,33.33
MT,10/6/16,33,Google Consumer Surveys,32.1,40.84
MT,10/30/16,9,SurveyMonkey,34,51
MT,11/4/16,4,Google Consumer Surveys,34.62,34.96
MT,8/29/16,71,Ipsos,29.77,60.2
MT,9/3/16,66,Google Consumer Surveys,29.85,32.2
MT,10/24/16,15,SurveyMonkey,35,51
MT,9/26/16,43,Ipsos,34.26,57.98
MT,8/20/16,80,SurveyMonkey,31,44
MT,10/28/16,11,Google Consumer Surveys,27.14,39.32
MT,10/20/16,19,YouGov,31.7,44.1
MT,9/5/16,64,Ipsos,39.04,52.31
MT,10/11/16,28,"Mason-Dixon Polling & Research, Inc.",36,46
MT,10/31/16,8,SurveyMonkey,34,53
MT,10/17/16,22,Ipsos,31.59,47.82
MT,8/8/16,92,Ipsos,39.93,46.87
MT,10/12/16,27,Google Consumer Surveys,27.78,28.31
MT,11/1/16,7,SurveyMonkey,32,53
MT,10/29/16,10,SurveyMonkey,34,50
MT,9/12/16,57,Ipsos,36.29,53.6
MT,10/6/16,33,Montana State University Billings,27,43
MT,10/22/16,17,SurveyMonkey,35,51
MT,8/13/16,87,Google Consumer Surveys,30.27,33.17
MT,10/10/16,29,Ipsos,31.74,50.8
MT,9/23/16,46,Google Consumer Surveys,32.15,36.3
MT,10/21/16,18,SurveyMonkey,35,52
MT,11/2/16,6,SurveyMonkey,31,53
MT,10/28/16,11,SurveyMonkey,36,49
MT,9/10/16,59,Google Consumer Surveys,27.8,34.93
MT,10/17/16,22,Google Consumer Surveys,38.19,34.88
MT,10/22/16,17,Google Consumer Surveys,27.82,38.99
MT,10/27/16,12,SurveyMonkey,38,48
NC,2/17/16,265,Elon University,47,41
NC,8/27/16,73,Google Consumer Surveys,33.74,37.33
NC,10/29/16,10,Trafalgar Group,44.16,49.13
NC,9/29/16,40,Quinnipiac University,46,43
NC,9/19/16,50,Public Policy Polling,43,45
NC,3/19/16,234,Public Policy Polling,44,42
NC,9/17/16,52,Google Consumer Surveys,32.31,39.54
NC,9/14/16,55,Greenberg Quinlan Rosner (Democracy Corps),44,40
NC,10/25/16,14,Marist College,47,41
NC,8/25/16,75,Ipsos,48.92,43.83
NC,1/18/16,295,Public Policy Polling,43,45
NC,11/4/16,4,Quinnipiac University,47,45
NC,10/21/16,18,Monmouth University,47,46
NC,10/20/16,19,Rasmussen Reports/Pulse Opinion Research,46,43
NC,9/20/16,49,Meredith College,38,35
NC,10/25/16,14,Elon University,42,41.2
NC,10/20/16,19,Ipsos,47.99,43.77
NC,10/17/16,22,The Times-Picayune/Lucid,42,41
NC,9/8/16,61,Ipsos,46.37,43.72
NC,11/2/16,6,SurveyMonkey,48,41
NC,10/15/16,24,SurveyUSA,46,44
NC,11/4/16,4,SurveyMonkey,48,41
NC,10/29/16,10,SurveyUSA,44,51
NC,8/11/16,89,Ipsos,47.24,45.25
NC,10/3/16,36,Ipsos,44.16,43.09
NC,10/6/16,33,Google Consumer Surveys,35.04,36.78
NC,8/18/16,82,Ipsos,48.12,44.26
NC,9/23/16,46,Google Consumer Surveys,32.56,41.32
NC,11/5/16,3,Siena College,44,44
NC,10/30/16,9,Ipsos,46.81,48.61
NC,9/19/16,50,High Point University,43,42
NC,10/31/16,8,Public Policy Polling,49,47
NC,4/24/16,198,"National Research, Inc.",49,40
NC,6/16/16,145,TargetPoint,39,45
NC,8/6/16,94,Public Policy Polling,43,41
NC,9/19/16,50,Fox News/Anderson Robbins Research/Shaw & Company Research,40,45
NC,10/29/16,10,Rasmussen Reports/Pulse Opinion Research,46,46
NC,9/3/16,66,Google Consumer Surveys,30.2,39.03
NC,10/1/16,38,SurveyUSA,46,44
NC,10/30/16,9,SurveyMonkey,49,41
NC,10/24/16,15,SurveyMonkey,48,43
NC,9/30/16,39,Selzer & Company,44,43
NC,10/25/16,14,Gravis Marketing,49,47
NC,8/28/16,72,Emerson College,43.4,44.8
NC,11/3/16,5,Ipsos,46,46.9
NC,8/21/16,79,Monmouth University,44,42
NC,8/20/16,80,Google Consumer Surveys,32.86,37.42
NC,4/23/16,199,Public Policy Polling,44,44
NC,9/23/16,46,Gravis Marketing,44,43
NC,10/27/16,12,SurveyMonkey,47,43
NC,9/1/16,68,Ipsos,45.98,44.7
NC,10/20/16,19,YouGov,43.5,41.3
NC,8/20/16,80,CNN/Opinion Research Corp.,45,45
NC,3/9/16,244,SurveyUSA,42,49
NC,10/22/16,17,Google Consumer Surveys,35.52,39.6
NC,10/21/16,18,Public Policy Polling,47,44
NC,10/3/16,36,High Point University,43,42
NC,8/13/16,87,Google Consumer Surveys,33.51,35.36
NC,10/17/16,22,Ipsos,47.13,43.37
NC,9/14/16,55,Elon University,43,44
NC,10/28/16,11,SurveyMonkey,47,44
NC,6/22/16,139,"National Research, Inc.",42,40
NC,8/20/16,80,SurveyMonkey,40,41
NC,10/12/16,27,SurveyMonkey,46,40
NC,10/19/16,20,Rasmussen Reports/Pulse Opinion Research,47,41
NC,8/1/16,99,SurveyUSA,42,46
NC,2/15/16,267,SurveyUSA,43,45
