end_date,days_left,pollster,sample_size,biden,trump
2020-10-19,15,InsiderAdvantage,400,45.1,44.6
2020-10-19,15,Emerson College Polling Society,506,47,48.4
2020-10-19,15,SurveyMonkey,18255,52,46
2020-10-19,15,Morning Consult,12000,53,43
2020-10-19,15,Change Research,232,51,45
2020-10-19,15,Change Research,547,50,45
2020-10-19,15,Change Research,718,51,44
2020-10-19,15,Change Research,521,50,47
2020-10-19,15,Change Research,574,49,47
2020-10-19,15,Change Research,447,52,44
2020-10-19,15,SurveyUSA,1136,53,43
2020-10-19,15,Quinnipiac,1241,51,43
2020-10-19,15,Quinnipiac,1145,47,47
2020-10-19,15,Susquehanna,500,45,45
2020-10-19,15,Quinnipiac,1426,51,41
2020-10-19,15,Meredith College,732,48.1,44
2020-10-19,15,TIPP,1046,48.55,46
2020-10-19,15,Suffolk,500,48.6,42.4
2020-10-19,15,Monmouth U.,501,50.5,46.5
2020-10-19,15,Qriously,2731,51,39
2020-10-19,15,EPIC/MRA,600,48,39
2020-10-19,15,RMG Research,800,47,46
2020-10-19,15,Latino Decisions,400,50,45
2020-10-19,15,Ipsos,653,49,45
2020-10-19,15,Ipsos,663,51,44
2020-10-19,15,Siena College/NYT Upshot,759,45,45
2020-10-19,15,Washington Post/George Mason,908,52,41
2020-10-19,15,USC Dornsife,5488,53.86,41.51
2020-10-19,15,SurveyMonkey,579,32,66
2020-10-19,15,SurveyMonkey,1075,32,66
2020-10-19,15,SurveyMonkey,7652,62,37
2020-10-19,15,SurveyMonkey,785,67,32
2020-10-19,15,SurveyMonkey,4150,41,57
2020-10-19,15,SurveyMonkey,817,45,53
2020-10-19,15,SurveyMonkey,678,67,32
2020-10-19,15,SurveyMonkey,3909,61,38
2020-10-19,15,SurveyMonkey,2289,41,58
2020-10-19,15,SurveyMonkey,2549,51,48
2020-10-19,15,SurveyMonkey,986,45,53
2020-10-19,15,SurveyMonkey,1442,39,60
2020-10-19,15,SurveyMonkey,3955,45,52
2020-10-19,15,SurveyMonkey,4696,55,43
2020-10-19,15,SurveyMonkey,6222,53,45
2020-10-19,15,SurveyMonkey,1430,56,43
2020-10-19,15,SurveyMonkey,4647,66,32
2020-10-19,15,SurveyMonkey,4600,69,29
2020-10-19,15,SurveyMonkey,2466,40,58
2020-10-19,15,SurveyMonkey,2908,42,57
2020-10-19,15,SurveyMonkey,2718,48,51
2020-10-19,15,SurveyMonkey,4001,44,54
2020-10-19,15,SurveyMonkey,7410,58,39
2020-10-19,15,SurveyMonkey,2539,49,49
2020-10-19,15,SurveyMonkey,1013,66,32
2020-10-19,15,SurveyMonkey,5979,49,49
2020-10-19,15,SurveyMonkey,14196,49,49
2020-10-19,15,SurveyMonkey,1044,63,35
2020-10-19,15,SurveyMonkey,765,88,10
2020-10-19,15,SurveyMonkey,5272,58,41
2020-10-19,15,SurveyMonkey,22797,62,36
2020-10-19,15,SurveyMonkey,1707,40,58
2020-10-19,15,SurveyMonkey,1001,45,52
2020-10-19,15,SurveyMonkey,4511,55,43
2020-10-19,15,SurveyMonkey,5912,55,43
2020-10-19,15,SurveyMonkey,2239,45,53
2020-10-19,15,SurveyMonkey,14204,47,51
2020-10-19,15,SurveyMonkey,3810,45,53
2020-10-19,15,SurveyMonkey,8803,52,46
2020-10-19,15,SurveyMonkey,6376,48,51
2020-10-19,15,SurveyMonkey,9962,65,33
2020-10-19,15,SurveyMonkey,2092,53,46
2020-10-19,15,SurveyMonkey,5121,61,36
2020-10-19,15,SurveyMonkey,1410,57,41
2020-10-19,15,SurveyMonkey,1452,46,52
2020-10-19,15,SurveyMonkey,511,40,59
2020-10-19,15,SurveyMonkey,6483,52,46
2020-10-19,15,SurveyMonkey,1510,41,57
2020-10-19,15,SurveyMonkey,3020,62,36
2020-10-19,15,SurveyMonkey,5945,53,45
2020-10-19,15,SurveyMonkey,2781,38,60
2020-10-18,16,Mitchell,900,51,41
2020-10-18,16,Redfield & Wilton Strategies,2915,51,40
2020-10-18,16,Change Research,2711,52,42
2020-10-18,16,Research Co.,1035,50,42
2020-10-18,16,YouGov,1465,51,40
2020-10-18,16,Morning Consult,14994,52,43
2020-10-18,16,SurveyMonkey,21339,53,46
2020-10-18,16,Léger,821,50,41
2020-10-18,16,Data Orbital,550,47.1,41.9
2020-10-18,16,RMG Research,800,46,50
2020-10-18,16,Data for Progress,933,47,46
2020-10-18,16,Siena College/NYT Upshot,987,50,41
2020-10-18,16,East Carolina University,1155,50.6,47.4
2020-10-18,16,Data for Progress,830,50,45
2020-10-18,16,Trafalgar Group,1034,44.9,46.7
2020-10-18,16,Data for Progress,929,48,44
2020-10-18,16,TIPP,949,49.900000000000006,44.2
2020-10-18,16,Zia Poll,2851,45,49
2020-10-18,16,PPIC,1185,58,32
2020-10-18,16,USC Dornsife,5557,53.975,41.43
2020-10-18,16,SurveyMonkey,558,33,66
2020-10-18,16,SurveyMonkey,1020,33,66
2020-10-18,16,SurveyMonkey,4575,55,43
2020-10-18,16,SurveyMonkey,769,67,31
2020-10-18,16,SurveyMonkey,5654,55,43
2020-10-18,16,SurveyMonkey,2187,45,53
2020-10-18,16,SurveyMonkey,785,45,53
2020-10-18,16,SurveyMonkey,3666,45,53
2020-10-18,16,SurveyMonkey,8532,53,46
2020-10-18,16,SurveyMonkey,3754,61,38
2020-10-18,16,SurveyMonkey,2196,40,58
2020-10-18,16,SurveyMonkey,6191,48,50
2020-10-18,16,SurveyMonkey,2492,52,47
2020-10-18,16,SurveyMonkey,2026,53,45
2020-10-18,16,SurveyMonkey,4990,61,36
2020-10-18,16,SurveyMonkey,1364,57,41
2020-10-18,16,SurveyMonkey,1394,46,52
2020-10-18,16,SurveyMonkey,490,40,59
2020-10-18,16,SurveyMonkey,6225,52,46
2020-10-18,16,SurveyMonkey,924,45,53
2020-10-18,16,SurveyMonkey,1404,39,60
2020-10-18,16,SurveyMonkey,4544,56,42
2020-10-18,16,SurveyMonkey,1389,56,43
2020-10-18,16,SurveyMonkey,4483,66,32
2020-10-18,16,SurveyMonkey,4467,70,29
2020-10-18,16,SurveyMonkey,2788,42,57
2020-10-18,16,SurveyMonkey,2581,47,51
2020-10-18,16,SurveyMonkey,3913,44,54
2020-10-18,16,SurveyMonkey,7417,59,39
2020-10-18,16,SurveyMonkey,1482,41,57
2020-10-18,16,SurveyMonkey,2460,51,48
2020-10-18,16,SurveyMonkey,987,66,32
2020-10-18,16,SurveyMonkey,5795,50,48
2020-10-18,16,SurveyMonkey,989,64,35
2020-10-18,16,SurveyMonkey,2935,62,35
2020-10-18,16,SurveyMonkey,5973,53,45
2020-10-18,16,SurveyMonkey,1640,40,58
2020-10-18,16,SurveyMonkey,2710,38,60
2020-10-18,16,SurveyMonkey,727,88,10
2020-10-18,16,SurveyMonkey,7668,61,37
2020-10-18,16,SurveyMonkey,14047,47,51
2020-10-18,16,SurveyMonkey,3973,41,57
2020-10-18,16,SurveyMonkey,654,68,32
2020-10-18,16,SurveyMonkey,9958,65,33
2020-10-18,16,SurveyMonkey,3869,46,52
2020-10-18,16,SurveyMonkey,6026,53,45
2020-10-18,16,SurveyMonkey,2445,40,58
2020-10-18,16,SurveyMonkey,14184,49,49
2020-10-18,16,SurveyMonkey,5126,58,41
2020-10-18,16,SurveyMonkey,22780,63,36
2020-10-18,16,SurveyMonkey,977,44,53
2020-10-17,17,SurveyMonkey,31875,53,45
2020-10-17,17,RMG Research,1265,51,43
2020-10-17,17,Morning Consult,12000,52,43
2020-10-17,17,GBAO,600,54,41
2020-10-17,17,TIPP,1021,49.65,44.3
2020-10-17,17,ABC/Washington Post,646,49.5,48
2020-10-17,17,RMG Research,1000,38,50
2020-10-17,17,USC Dornsife,5674,53.79,41.365
2020-10-17,17,SurveyMonkey,553,33,66
2020-10-17,17,SurveyMonkey,1002,34,64
2020-10-17,17,SurveyMonkey,4571,55,43
2020-10-17,17,SurveyMonkey,7667,61,37
2020-10-17,17,SurveyMonkey,759,67,32
2020-10-17,17,SurveyMonkey,5595,56,42
2020-10-17,17,SurveyMonkey,13991,47,51
2020-10-17,17,SurveyMonkey,3901,41,57
2020-10-17,17,SurveyMonkey,3596,46,52
2020-10-17,17,SurveyMonkey,645,68,31
2020-10-17,17,SurveyMonkey,2144,41,57
2020-10-17,17,SurveyMonkey,6090,47,51
2020-10-17,17,SurveyMonkey,2443,51,48
2020-10-17,17,SurveyMonkey,2001,53,46
2020-10-17,17,SurveyMonkey,4902,61,35
2020-10-17,17,SurveyMonkey,1364,46,52
2020-10-17,17,SurveyMonkey,481,39,60
2020-10-17,17,SurveyMonkey,6100,52,46
2020-10-17,17,SurveyMonkey,897,44,54
2020-10-17,17,SurveyMonkey,1383,39,60
2020-10-17,17,SurveyMonkey,1365,56,43
2020-10-17,17,SurveyMonkey,4385,66,32
2020-10-17,17,SurveyMonkey,2719,42,57
2020-10-17,17,SurveyMonkey,2348,47,52
2020-10-17,17,SurveyMonkey,3857,45,53
2020-10-17,17,SurveyMonkey,1461,40,58
2020-10-17,17,SurveyMonkey,2383,50,49
2020-10-17,17,SurveyMonkey,975,66,32
2020-10-17,17,SurveyMonkey,5725,50,49
2020-10-17,17,SurveyMonkey,14126,49,49
2020-10-17,17,SurveyMonkey,969,65,34
2020-10-17,17,SurveyMonkey,718,88,9
2020-10-17,17,SurveyMonkey,2907,63,34
2020-10-17,17,SurveyMonkey,5054,58,41
2020-10-17,17,SurveyMonkey,1609,39,59
2020-10-17,17,SurveyMonkey,2675,39,59
2020-10-17,17,SurveyMonkey,941,45,53
2020-10-17,17,SurveyMonkey,2152,45,53
2020-10-17,17,SurveyMonkey,773,44,54
2020-10-17,17,SurveyMonkey,8360,53,46
2020-10-17,17,SurveyMonkey,3689,61,38
2020-10-17,17,SurveyMonkey,9914,65,33
2020-10-17,17,SurveyMonkey,1330,58,41
2020-10-17,17,SurveyMonkey,3781,45,53
2020-10-17,17,SurveyMonkey,4503,56,42
2020-10-17,17,SurveyMonkey,5930,53,44
2020-10-17,17,SurveyMonkey,4405,70,28
2020-10-17,17,SurveyMonkey,2425,40,58
2020-10-17,17,SurveyMonkey,7432,59,39
2020-10-17,17,SurveyMonkey,22834,63,35
2020-10-17,17,SurveyMonkey,5909,53,45
2020-10-16,18,SurveyMonkey,38710,53,45
2020-10-16,18,Trafalgar Group,1051,47.6,46.3
2020-10-16,18,Morning Consult,12000,52,43
2020-10-16,18,YouGov,1074,50,47
2020-10-16,18,YouGov,1112,51,46
2020-10-16,18,TIPP,1009,50.349999999999994,43.05
2020-10-16,18,RBI Strategies & Research,502,55,38
2020-10-16,18,U. North Florida,863,48,47
2020-10-16,18,USC Dornsife,5646,53.88,41.2
2020-10-16,18,SurveyMonkey,531,33,66
2020-10-16,18,SurveyMonkey,972,35,63
2020-10-16,18,SurveyMonkey,4565,55,42
2020-10-16,18,SurveyMonkey,7677,61,37
2020-10-16,18,SurveyMonkey,730,67,32
2020-10-16,18,SurveyMonkey,5529,56,42
2020-10-16,18,SurveyMonkey,2112,44,54
2020-10-16,18,SurveyMonkey,13873,47,51
2020-10-16,18,SurveyMonkey,3834,40,58
2020-10-16,18,SurveyMonkey,766,43,55
2020-10-16,18,SurveyMonkey,631,68,31
2020-10-16,18,SurveyMonkey,8250,53,46
2020-10-16,18,SurveyMonkey,2102,41,58
2020-10-16,18,SurveyMonkey,6003,47,51
2020-10-16,18,SurveyMonkey,2328,51,48
2020-10-16,18,SurveyMonkey,4817,61,36
2020-10-16,18,SurveyMonkey,1301,57,42
2020-10-16,18,SurveyMonkey,1339,46,52
2020-10-16,18,SurveyMonkey,477,38,60
2020-10-16,18,SurveyMonkey,5989,52,46
2020-10-16,18,SurveyMonkey,1359,39,59
2020-10-16,18,SurveyMonkey,3702,45,53
2020-10-16,18,SurveyMonkey,5794,53,44
2020-10-16,18,SurveyMonkey,1321,56,42
2020-10-16,18,SurveyMonkey,4302,66,32
2020-10-16,18,SurveyMonkey,4325,70,29
2020-10-16,18,SurveyMonkey,2413,40,58
2020-10-16,18,SurveyMonkey,2653,41,57
2020-10-16,18,SurveyMonkey,2071,46,53
2020-10-16,18,SurveyMonkey,3774,45,53
2020-10-16,18,SurveyMonkey,1431,39,59
2020-10-16,18,SurveyMonkey,2358,50,49
2020-10-16,18,SurveyMonkey,934,67,31
2020-10-16,18,SurveyMonkey,5617,49,49
2020-10-16,18,SurveyMonkey,952,64,34
2020-10-16,18,SurveyMonkey,704,88,9
2020-10-16,18,SurveyMonkey,4955,57,41
2020-10-16,18,SurveyMonkey,22865,63,35
2020-10-16,18,SurveyMonkey,1577,39,59
2020-10-16,18,SurveyMonkey,898,44,53
2020-10-16,18,SurveyMonkey,3527,46,52
2020-10-16,18,SurveyMonkey,3607,61,38
2020-10-16,18,SurveyMonkey,9878,65,33
2020-10-16,18,SurveyMonkey,1969,52,47
2020-10-16,18,SurveyMonkey,885,44,54
2020-10-16,18,SurveyMonkey,4440,56,42
2020-10-16,18,SurveyMonkey,7441,60,38
2020-10-16,18,SurveyMonkey,14081,50,48
2020-10-16,18,SurveyMonkey,2862,63,35
2020-10-16,18,SurveyMonkey,5851,53,45
2020-10-16,18,SurveyMonkey,2591,39,59
2020-10-15,19,Remington,1010,45,51
2020-10-15,19,PPP,610,60,37
2020-10-15,19,SurveyMonkey,19668,53,45
2020-10-15,19,Ipsos,920,51,41
2020-10-15,19,Trafalgar Group,1041,47.5,46.4
2020-10-15,19,Morning Consult,12000,52,43
2020-10-15,19,Harris Poll,965,48,48
2020-10-15,19,Harris Poll,1289,54,43
2020-10-15,19,Harris Poll,992,51,46
2020-10-15,19,Mason-Dixon,625,39,56
2020-10-15,19,Change Research,1021,49,44
2020-10-15,19,Opinion Insight,800,49,45
2020-10-15,19,TIPP,951,48.85,43.15
2020-10-15,19,RMG Research,800,51,43
2020-10-15,19,USC Dornsife,5543,53.760000000000005,41.335
2020-10-15,19,SurveyMonkey,499,34,64
2020-10-15,19,SurveyMonkey,914,34,64
2020-10-15,19,SurveyMonkey,4513,55,43
2020-10-15,19,SurveyMonkey,651,67,32
2020-10-15,19,SurveyMonkey,5242,56,42
2020-10-15,19,SurveyMonkey,2002,44,54
2020-10-15,19,SurveyMonkey,13549,47,51
2020-10-15,19,SurveyMonkey,723,44,54
2020-10-15,19,SurveyMonkey,3354,45,52
2020-10-15,19,SurveyMonkey,580,68,31
2020-10-15,19,SurveyMonkey,7804,53,46
2020-10-15,19,SurveyMonkey,2015,40,58
2020-10-15,19,SurveyMonkey,5659,47,51
2020-10-15,19,SurveyMonkey,2149,52,47
2020-10-15,19,SurveyMonkey,1839,53,46
2020-10-15,19,SurveyMonkey,4566,61,36
2020-10-15,19,SurveyMonkey,1214,55,43
2020-10-15,19,SurveyMonkey,1292,45,53
2020-10-15,19,SurveyMonkey,457,39,59
2020-10-15,19,SurveyMonkey,5735,52,46
2020-10-15,19,SurveyMonkey,835,44.5,53.5
2020-10-15,19,SurveyMonkey,3507,45,53
2020-10-15,19,SurveyMonkey,5448,53,45
2020-10-15,19,SurveyMonkey,1239,57,42
2020-10-15,19,SurveyMonkey,4105,67,32
2020-10-15,19,SurveyMonkey,4077,69,29
2020-10-15,19,SurveyMonkey,2525,41,58
2020-10-15,19,SurveyMonkey,3547,45,53
2020-10-15,19,SurveyMonkey,1364,39,59
2020-10-15,19,SurveyMonkey,2278,50,49
2020-10-15,19,SurveyMonkey,5376,50,49
2020-10-15,19,SurveyMonkey,13616,49,48
2020-10-15,19,SurveyMonkey,900,65,33
2020-10-15,19,SurveyMonkey,2681,64,34
2020-10-15,19,SurveyMonkey,4722,57,41
2020-10-15,19,SurveyMonkey,1466,39,58
2020-10-15,19,SurveyMonkey,2449,39,59
2020-10-15,19,SurveyMonkey,674,88,10
2020-10-15,19,SurveyMonkey,7733,61,37
2020-10-15,19,SurveyMonkey,3644,40,58
2020-10-15,19,SurveyMonkey,3444,60,38
2020-10-15,19,SurveyMonkey,9675,65,33
2020-10-15,19,SurveyMonkey,1290,39,59
2020-10-15,19,SurveyMonkey,4198,55,43
2020-10-15,19,SurveyMonkey,2370,40,57
2020-10-15,19,SurveyMonkey,1972,46,53
2020-10-15,19,SurveyMonkey,7469,60,37
2020-10-15,19,SurveyMonkey,896,67,31
2020-10-15,19,SurveyMonkey,22318,62,36
2020-10-15,19,SurveyMonkey,5759,52,46
2020-10-14,20,Emerson College Polling Society,721,49.2,49.2
2020-10-14,20,Morning Consult,15499,52,43
2020-10-14,20,SurveyMonkey,17663,53,45
2020-10-14,20,Civiqs,1231,55,42
2020-10-14,20,Civiqs,1013,54,42
2020-10-14,20,Civiqs,1211,51,46
2020-10-14,20,Trafalgar Group,1025,45.9,46.5
2020-10-14,20,Moore Information,504,38,55
2020-10-14,20,Garin Hart Yang,600,51,44
2020-10-14,20,TIPP,864,50,42.099999999999994
2020-10-14,20,Siena College/NYT Upshot,605,41,49
2020-10-14,20,Siena College/NYT Upshot,423,39,45
2020-10-14,20,Ipsos,653,49.5,47
2020-10-14,20,Ipsos,667,49.5,46.5
2020-10-14,20,USC Dornsife,5433,54.15,41.055
2020-10-14,20,SurveyMonkey,4425,54,43
2020-10-14,20,SurveyMonkey,7781,61,37
2020-10-14,20,SurveyMonkey,610,66,33
2020-10-14,20,SurveyMonkey,4878,56,42
2020-10-14,20,SurveyMonkey,1913,44,53
2020-10-14,20,SurveyMonkey,3433,41,57
2020-10-14,20,SurveyMonkey,669,44,54
2020-10-14,20,SurveyMonkey,3131,45,53
2020-10-14,20,SurveyMonkey,7258,52,46
2020-10-14,20,SurveyMonkey,3273,52.5,46
2020-10-14,20,SurveyMonkey,5382,47,51
2020-10-14,20,SurveyMonkey,1994,52,47
2020-10-14,20,SurveyMonkey,1701,52,46
2020-10-14,20,SurveyMonkey,4272,60,36
2020-10-14,20,SurveyMonkey,1153,55,44
2020-10-14,20,SurveyMonkey,1225,45,53
2020-10-14,20,SurveyMonkey,414,38,60
2020-10-14,20,SurveyMonkey,795,44,54
2020-10-14,20,SurveyMonkey,1182,39,60
2020-10-14,20,SurveyMonkey,3868,56,42
2020-10-14,20,SurveyMonkey,5093,52,45
2020-10-14,20,SurveyMonkey,3878,66,32
2020-10-14,20,SurveyMonkey,3871,69,29
2020-10-14,20,SurveyMonkey,2352,41,58
2020-10-14,20,SurveyMonkey,3307,45,53
2020-10-14,20,SurveyMonkey,7232,60,38
2020-10-14,20,SurveyMonkey,1296,39,58
2020-10-14,20,SurveyMonkey,2138,49,49
2020-10-14,20,SurveyMonkey,829,64,34
2020-10-14,20,SurveyMonkey,5029,49,49
2020-10-14,20,SurveyMonkey,13016,49,48
2020-10-14,20,SurveyMonkey,848,65,33
2020-10-14,20,SurveyMonkey,612,88,10
2020-10-14,20,SurveyMonkey,2453,63,34
2020-10-14,20,SurveyMonkey,4345,57,42
2020-10-14,20,SurveyMonkey,2265,39,59
2020-10-14,20,SurveyMonkey,450,36,63
2020-10-14,20,SurveyMonkey,857,34,64
2020-10-14,20,SurveyMonkey,13199,47,51
2020-10-14,20,SurveyMonkey,537,67,32
2020-10-14,20,SurveyMonkey,1882,40,58
2020-10-14,20,SurveyMonkey,9500,64,33
2020-10-14,20,SurveyMonkey,5387,52,46
2020-10-14,20,SurveyMonkey,1172,57,42
2020-10-14,20,SurveyMonkey,2325,40,58
2020-10-14,20,SurveyMonkey,1838,45,54
2020-10-14,20,SurveyMonkey,21759,63,36
2020-10-14,20,SurveyMonkey,5657,51,47
2020-10-14,20,SurveyMonkey,1385,39,59
2020-10-14,20,SurveyMonkey,796,44,54
2020-10-13,21,J.L. Partners,844,52,42
2020-10-13,21,InsiderAdvantage,400,45.8,42.6
2020-10-13,21,YouGov,1333,52,42
2020-10-13,21,Trafalgar Group,1051,46.1,48.4
2020-10-13,21,SurveyMonkey,10395,52,46
2020-10-13,21,Morning Consult,12000,52,43
2020-10-13,21,Trafalgar Group,1043,47.3,45.4
2020-10-13,21,Hendrix College,647,33.5,58
2020-10-13,21,David Binder Research,200,49.666666666666664,44.666666666666664
2020-10-13,21,Redfield & Wilton Strategies,750,48,45
2020-10-13,21,Redfield & Wilton Strategies,972,51,42
2020-10-13,21,Redfield & Wilton Strategies,1519,50,44
2020-10-13,21,Redfield & Wilton Strategies,1289,51,43
2020-10-13,21,Redfield & Wilton Strategies,994,49,46
2020-10-13,21,Redfield & Wilton Strategies,691,53,40
2020-10-13,21,TIPP,866,50.55,42.7
2020-10-13,21,Siena College/NYT Upshot,627,46,42
2020-10-13,21,Ipsos,882,51,41
2020-10-13,21,Monmouth U.,502,50,45.5
2020-10-13,21,SurveyUSA,685,42,49
2020-10-13,21,Whitman Insight Strategies,1103,54,42
2020-10-13,21,RMG Research,800,48,42
2020-10-13,21,Keating Research/OnSight Public Affairs/Melanson,519,54,39
2020-10-13,21,Marist,896,54,43
2020-10-13,21,Ipsos,620,51,43.5
2020-10-13,21,Ipsos,660,48,47.5
2020-10-13,21,Rasmussen (Pulse Opinion Research),2500,50,45
2020-10-13,21,Stockton University,721,56.3,35.8
2020-10-13,21,DKC Analytics,500,56,34
2020-10-13,21,USC Dornsife,5257,54.230000000000004,41.035
2020-10-13,21,SurveyMonkey,416,36,63
2020-10-13,21,SurveyMonkey,824,34,64
2020-10-13,21,SurveyMonkey,4414,54,44
2020-10-13,21,SurveyMonkey,4522,56,42
2020-10-13,21,SurveyMonkey,1843,44,53
2020-10-13,21,SurveyMonkey,622,43,56
2020-10-13,21,SurveyMonkey,2988,45,53
2020-10-13,21,SurveyMonkey,514,67,32
2020-10-13,21,SurveyMonkey,6946,52,46
2020-10-13,21,SurveyMonkey,3041,60,38
2020-10-13,21,SurveyMonkey,1804,40,59
2020-10-13,21,SurveyMonkey,9406,65,33
2020-10-13,21,SurveyMonkey,1958,52,47
2020-10-13,21,SurveyMonkey,4032,60,36
2020-10-13,21,SurveyMonkey,1098,55,44
2020-10-13,21,SurveyMonkey,1159,46,52
2020-10-13,21,SurveyMonkey,744,41,57
2020-10-13,21,SurveyMonkey,3675,56,42
2020-10-13,21,SurveyMonkey,4848,52,46
2020-10-13,21,SurveyMonkey,1070,56,42
2020-10-13,21,SurveyMonkey,3707,66,33
2020-10-13,21,SurveyMonkey,3704,69,29
2020-10-13,21,SurveyMonkey,2284,40,58
2020-10-13,21,SurveyMonkey,2279,40,58
2020-10-13,21,SurveyMonkey,1717,44,55
2020-10-13,21,SurveyMonkey,3185,44,54
2020-10-13,21,SurveyMonkey,7152,60,38
2020-10-13,21,SurveyMonkey,1190,39,58
2020-10-13,21,SurveyMonkey,2058,49,49
2020-10-13,21,SurveyMonkey,755,64,35
2020-10-13,21,SurveyMonkey,12736,49,49
2020-10-13,21,SurveyMonkey,565,88,10
2020-10-13,21,SurveyMonkey,2197,62,35
2020-10-13,21,SurveyMonkey,4111,57,41
2020-10-13,21,SurveyMonkey,5690,51,48
2020-10-13,21,SurveyMonkey,1311,40,58
2020-10-13,21,SurveyMonkey,2149,39,59
2020-10-13,21,SurveyMonkey,776,54,44
2020-10-13,21,SurveyMonkey,7664,61,37
2020-10-13,21,SurveyMonkey,579,65,33
2020-10-13,21,SurveyMonkey,13081,47,51
2020-10-13,21,SurveyMonkey,3308,40,58
2020-10-13,21,SurveyMonkey,5190,47,51
2020-10-13,21,SurveyMonkey,1620,53,45
2020-10-13,21,SurveyMonkey,386,39,59
2020-10-13,21,SurveyMonkey,5112,52,47
2020-10-13,21,SurveyMonkey,1118,40,59
2020-10-13,21,SurveyMonkey,3136,44,53
2020-10-13,21,SurveyMonkey,4716,50,49
2020-10-13,21,SurveyMonkey,21460,62,36
2020-10-12,22,St. Pete Polls,2215,49.2,47.2
2020-10-12,22,Emerson College Polling Society,690,50.6,48.4
2020-10-12,22,Trafalgar Group,1034,47.4,45.1
2020-10-12,22,SurveyMonkey,10971,51.78,46.17
2020-10-12,22,Morning Consult,12000,52,43
2020-10-12,22,U. New Hampshire,899,55,43
2020-10-12,22,Public Religion Research Institute,591,54,40
2020-10-12,22,Public Religion Research Institute,752,56,38
2020-10-12,22,SurveyUSA,591,55,34
2020-10-12,22,TIPP,937,51.2,42.4
2020-10-12,22,Opinium,1397,57,40
2020-10-12,22,Suffolk,500,51,40.8
2020-10-12,22,EPIC/MRA,600,48,39
2020-10-12,22,SurveyUSA,677,48,46
2020-10-12,22,Qriously,2053,52,38
2020-10-12,22,Quinnipiac,1160,48,47
2020-10-12,22,Quinnipiac,1040,51,44
2020-10-12,22,Mason-Dixon,625,48,45
2020-10-12,22,RMG Research,800,49,43
2020-10-12,22,Clearview Research,550,47,40
2020-10-12,22,Kaiser Family Foundation,1015,49,38
2020-10-12,22,U. Massachusetts - Lowell,819,53.5,43
2020-10-12,22,Reconnect Research/Roanoke College,602,53,38
2020-10-12,22,USC Dornsife,5089,54.345,40.875
2020-10-12,22,SurveyMonkey,2070,39,59
2020-10-12,22,SurveyMonkey,5778,51,47
2020-10-12,22,SurveyMonkey,1231,39,59
2020-10-12,22,SurveyMonkey,3875,57,41
2020-10-12,22,SurveyMonkey,2088,62,35
2020-10-12,22,SurveyMonkey,740,63,35
2020-10-12,22,SurveyMonkey,12604,49,49
2020-10-12,22,SurveyMonkey,4544,49,49
2020-10-12,22,SurveyMonkey,713,64,35
2020-10-12,22,SurveyMonkey,7226,60,37
2020-10-12,22,SurveyMonkey,3103,43,55
2020-10-12,22,SurveyMonkey,1657,44,55
2020-10-12,22,SurveyMonkey,3564,66,32
2020-10-12,22,SurveyMonkey,3523,68,30
2020-10-12,22,SurveyMonkey,4656,51,46
2020-10-12,22,SurveyMonkey,3018,45,53
2020-10-12,22,SurveyMonkey,706,41,57
2020-10-12,22,SurveyMonkey,1124,46,52
2020-10-12,22,SurveyMonkey,1915,51,47
2020-10-12,22,SurveyMonkey,1004,54,44
2020-10-12,22,SurveyMonkey,3893,60,37
2020-10-12,22,SurveyMonkey,1555,53,46
2020-10-12,22,SurveyMonkey,9405,64,33
2020-10-12,22,SurveyMonkey,4912,52,46
2020-10-12,22,SurveyMonkey,1683,39,60
2020-10-12,22,SurveyMonkey,2902,60,38
2020-10-12,22,SurveyMonkey,6613,52,47
2020-10-12,22,SurveyMonkey,488,67,32
2020-10-12,22,SurveyMonkey,3171,40,58
2020-10-12,22,SurveyMonkey,13198,47,50
2020-10-12,22,SurveyMonkey,4248,55,43
2020-10-12,22,SurveyMonkey,7731,61,37
2020-10-12,22,SurveyMonkey,771,34,64
2020-10-12,22,SurveyMonkey,4397,54,44
2020-10-12,22,SurveyMonkey,409,35,63
2020-10-12,22,SurveyMonkey,751,43,55
2020-10-12,22,SurveyMonkey,21492,63,36
2020-10-12,22,SurveyMonkey,543,87,10
2020-10-12,22,SurveyMonkey,1123,39,59
2020-10-12,22,SurveyMonkey,1998,49,49
2020-10-12,22,SurveyMonkey,2109,40,58
2020-10-12,22,SurveyMonkey,2286,40,58
2020-10-12,22,SurveyMonkey,953,56,43
2020-10-12,22,SurveyMonkey,3525,55,43
2020-10-12,22,SurveyMonkey,1063,40,58
2020-10-12,22,SurveyMonkey,376,37,61
2020-10-12,22,SurveyMonkey,5056,47,51
2020-10-12,22,SurveyMonkey,2816,44,53
2020-10-12,22,SurveyMonkey,547,43,56
2020-10-12,22,SurveyMonkey,1783,44,53
2020-10-12,22,SurveyMonkey,557,65,33
2020-10-11,23,YouGov,1366,51,43
2020-10-11,23,Morning Consult,16045,51,43
2020-10-11,23,Léger,841,50,39
2020-10-11,23,SurveyMonkey,19886,51.49,46.48
2020-10-11,23,Cygnal Political,607,51.2,42.2
2020-10-11,23,Siena College/NYT Upshot,789,51,41
2020-10-11,23,SurveyUSA,669,50,45
2020-10-11,23,Monmouth U.,500,49.5,47
2020-10-11,23,Data for Progress,782,46,46
2020-10-11,23,Data for Progress,801,43,52
